gene,gene_identifier,card_id,gene_name_family_desc,gene_name_family,gene_type,resistance_class,resistance_drug,combo
blaBIL-1,BIL-1,BIL-1,BIL Beta-lactamase,BIL,chromosome,beta-lactam,cefazolin,blaBIL-1 cefazolin
blaBIL-1,BIL-1,BIL-1,BIL Beta-lactamase,BIL,chromosome,beta-lactam,cefovecin,blaBIL-1 cefovecin
blaBIL-1,BIL-1,BIL-1,BIL Beta-lactamase,BIL,chromosome,beta-lactam,cefpodoxime,blaBIL-1 cefpodoxime
blaBIL-1,BIL-1,BIL-1,BIL Beta-lactamase,BIL,chromosome,beta-lactam,ceftazidime,blaBIL-1 ceftazidime
blaBIL-1,BIL-1,BIL-1,BIL Beta-lactamase,BIL,chromosome,beta-lactam,ceftiofur,blaBIL-1 ceftiofur
blaBIL-1,BIL-1,BIL-1,BIL Beta-lactamase,BIL,chromosome,beta-lactam,cephalexin,blaBIL-1 cephalexin
blaBIL-1,BIL-1,BIL-1,BIL Beta-lactamase,BIL,chromosome,beta-lactam,cephalothin,blaBIL-1 cephalothin
blaBIL-1,BIL-1,BIL-1,BIL Beta-lactamase,BIL,chromosome,beta-lactam,imipenem,blaBIL-1 imipenem
blaBIL-1,BIL-1,BIL-1,BIL Beta-lactamase,BIL,chromosome,beta-lactam,oxacillin,blaBIL-1 oxacillin
blaBIL-1,BIL-1,BIL-1,BIL Beta-lactamase,BIL,chromosome,beta-lactam,penicillin,blaBIL-1 penicillin
blaBIL-1,BIL-1,BIL-1,BIL Beta-lactamase,BIL,chromosome,beta-lactam,piperacillin_tazobactam,blaBIL-1 piperacillin_tazobactam
blaBIL-1,BIL-1,BIL-1,BIL Beta-lactamase,BIL,chromosome,beta-lactam,ticarcillin,blaBIL-1 ticarcillin
blaBIL-1,BIL-1,BIL-1,BIL Beta-lactamase,BIL,chromosome,beta-lactam,ticarcillin_clavulanic_acid,blaBIL-1 ticarcillin_clavulanic_acid
blaCARB-2,CARB-2,CARB-2,CARB beta-lactamase,CARB,chromosome,beta-lactam,amoxicillin,blaCARB-2 amoxicillin
blaCARB-2,CARB-2,CARB-2,CARB beta-lactamase,CARB,chromosome,beta-lactam,amoxicillin_clavulanic_acid,blaCARB-2 amoxicillin_clavulanic_acid
blaCARB-2,CARB-2,CARB-2,CARB beta-lactamase,CARB,chromosome,beta-lactam,ampicillin,blaCARB-2 ampicillin
blaCARB-2,CARB-2,CARB-2,CARB beta-lactamase,CARB,chromosome,beta-lactam,cefazolin,blaCARB-2 cefazolin
blaCARB-2,CARB-2,CARB-2,CARB beta-lactamase,CARB,chromosome,beta-lactam,cefovecin,blaCARB-2 cefovecin
blaCARB-2,CARB-2,CARB-2,CARB beta-lactamase,CARB,chromosome,beta-lactam,cefpodoxime,blaCARB-2 cefpodoxime
blaCARB-2,CARB-2,CARB-2,CARB beta-lactamase,CARB,chromosome,beta-lactam,ceftazidime,blaCARB-2 ceftazidime
blaCARB-2,CARB-2,CARB-2,CARB beta-lactamase,CARB,chromosome,beta-lactam,ceftiofur,blaCARB-2 ceftiofur
blaCARB-2,CARB-2,CARB-2,CARB beta-lactamase,CARB,chromosome,beta-lactam,cephalexin,blaCARB-2 cephalexin
blaCARB-2,CARB-2,CARB-2,CARB beta-lactamase,CARB,chromosome,beta-lactam,cephalothin,blaCARB-2 cephalothin
blaCARB-2,CARB-2,CARB-2,CARB beta-lactamase,CARB,chromosome,beta-lactam,imipenem,blaCARB-2 imipenem
blaCARB-2,CARB-2,CARB-2,CARB beta-lactamase,CARB,chromosome,beta-lactam,oxacillin,blaCARB-2 oxacillin
blaCARB-2,CARB-2,CARB-2,CARB beta-lactamase,CARB,chromosome,beta-lactam,penicillin,blaCARB-2 penicillin
blaCARB-2,CARB-2,CARB-2,CARB beta-lactamase,CARB,chromosome,beta-lactam,piperacillin_tazobactam,blaCARB-2 piperacillin_tazobactam
blaCARB-2,CARB-2,CARB-2,CARB beta-lactamase,CARB,chromosome,beta-lactam,ticarcillin,blaCARB-2 ticarcillin
blaCARB-2,CARB-2,CARB-2,CARB beta-lactamase,CARB,chromosome,beta-lactam,ticarcillin_clavulanic_acid,blaCARB-2 ticarcillin_clavulanic_acid
blaCARB-2,CARB-2,CARB-2,CARB beta-lactamase,CARB,chromosome,beta-lactam,amoxicillin,blaCARB-2 amoxicillin
blaCARB-2,CARB-2,CARB-2,CARB beta-lactamase,CARB,chromosome,beta-lactam,amoxicillin_clavulanic_acid,blaCARB-2 amoxicillin_clavulanic_acid
blaCARB-2,CARB-2,CARB-2,CARB beta-lactamase,CARB,chromosome,beta-lactam,ampicillin,blaCARB-2 ampicillin
blaCARB-2,CARB-2,CARB-2,CARB beta-lactamase,CARB,chromosome,beta-lactam,cefazolin,blaCARB-2 cefazolin
blaCARB-2,CARB-2,CARB-2,CARB beta-lactamase,CARB,chromosome,beta-lactam,cefovecin,blaCARB-2 cefovecin
blaCARB-2,CARB-2,CARB-2,CARB beta-lactamase,CARB,chromosome,beta-lactam,cefpodoxime,blaCARB-2 cefpodoxime
blaCARB-2,CARB-2,CARB-2,CARB beta-lactamase,CARB,chromosome,beta-lactam,ceftazidime,blaCARB-2 ceftazidime
blaCARB-2,CARB-2,CARB-2,CARB beta-lactamase,CARB,chromosome,beta-lactam,ceftiofur,blaCARB-2 ceftiofur
blaCARB-2,CARB-2,CARB-2,CARB beta-lactamase,CARB,chromosome,beta-lactam,cephalexin,blaCARB-2 cephalexin
blaCARB-2,CARB-2,CARB-2,CARB beta-lactamase,CARB,chromosome,beta-lactam,cephalothin,blaCARB-2 cephalothin
blaCARB-2,CARB-2,CARB-2,CARB beta-lactamase,CARB,chromosome,beta-lactam,imipenem,blaCARB-2 imipenem
blaCARB-2,CARB-2,CARB-2,CARB beta-lactamase,CARB,chromosome,beta-lactam,oxacillin,blaCARB-2 oxacillin
blaCARB-2,CARB-2,CARB-2,CARB beta-lactamase,CARB,chromosome,beta-lactam,penicillin,blaCARB-2 penicillin
blaCARB-2,CARB-2,CARB-2,CARB beta-lactamase,CARB,chromosome,beta-lactam,piperacillin_tazobactam,blaCARB-2 piperacillin_tazobactam
blaCARB-2,CARB-2,CARB-2,CARB beta-lactamase,CARB,chromosome,beta-lactam,ticarcillin,blaCARB-2 ticarcillin
blaCARB-2,CARB-2,CARB-2,CARB beta-lactamase,CARB,chromosome,beta-lactam,ticarcillin_clavulanic_acid,blaCARB-2 ticarcillin_clavulanic_acid
blaCARB-2,CARB-2,CARB-2,CARB beta-lactamase,CARB,chromosome,beta-lactam,amoxicillin,blaCARB-2 amoxicillin
blaCARB-2,CARB-2,CARB-2,CARB beta-lactamase,CARB,chromosome,beta-lactam,amoxicillin_clavulanic_acid,blaCARB-2 amoxicillin_clavulanic_acid
blaCARB-2,CARB-2,CARB-2,CARB beta-lactamase,CARB,chromosome,beta-lactam,ampicillin,blaCARB-2 ampicillin
blaCARB-2,CARB-2,CARB-2,CARB beta-lactamase,CARB,chromosome,beta-lactam,cefazolin,blaCARB-2 cefazolin
blaCARB-2,CARB-2,CARB-2,CARB beta-lactamase,CARB,chromosome,beta-lactam,cefovecin,blaCARB-2 cefovecin
blaCARB-2,CARB-2,CARB-2,CARB beta-lactamase,CARB,chromosome,beta-lactam,cefpodoxime,blaCARB-2 cefpodoxime
blaCARB-2,CARB-2,CARB-2,CARB beta-lactamase,CARB,chromosome,beta-lactam,ceftazidime,blaCARB-2 ceftazidime
blaCARB-2,CARB-2,CARB-2,CARB beta-lactamase,CARB,chromosome,beta-lactam,ceftiofur,blaCARB-2 ceftiofur
blaCARB-2,CARB-2,CARB-2,CARB beta-lactamase,CARB,chromosome,beta-lactam,cephalexin,blaCARB-2 cephalexin
blaCARB-2,CARB-2,CARB-2,CARB beta-lactamase,CARB,chromosome,beta-lactam,cephalothin,blaCARB-2 cephalothin
blaCARB-2,CARB-2,CARB-2,CARB beta-lactamase,CARB,chromosome,beta-lactam,imipenem,blaCARB-2 imipenem
blaCARB-2,CARB-2,CARB-2,CARB beta-lactamase,CARB,chromosome,beta-lactam,oxacillin,blaCARB-2 oxacillin
blaCARB-2,CARB-2,CARB-2,CARB beta-lactamase,CARB,chromosome,beta-lactam,penicillin,blaCARB-2 penicillin
blaCARB-2,CARB-2,CARB-2,CARB beta-lactamase,CARB,chromosome,beta-lactam,piperacillin_tazobactam,blaCARB-2 piperacillin_tazobactam
blaCARB-2,CARB-2,CARB-2,CARB beta-lactamase,CARB,chromosome,beta-lactam,ticarcillin,blaCARB-2 ticarcillin
blaCARB-2,CARB-2,CARB-2,CARB beta-lactamase,CARB,chromosome,beta-lactam,ticarcillin_clavulanic_acid,blaCARB-2 ticarcillin_clavulanic_acid
blaCFE-1,CFE-1,CFE-1,CMY beta-lactamase,CMY,chromosome,beta-lactam,amoxicillin,blaCFE-1 amoxicillin
blaCFE-1,CFE-1,CFE-1,CMY beta-lactamase,CMY,chromosome,beta-lactam,amoxicillin_clavulanic_acid,blaCFE-1 amoxicillin_clavulanic_acid
blaCFE-1,CFE-1,CFE-1,CMY beta-lactamase,CMY,chromosome,beta-lactam,ampicillin,blaCFE-1 ampicillin
blaCFE-1,CFE-1,CFE-1,CMY beta-lactamase,CMY,chromosome,beta-lactam,cefazolin,blaCFE-1 cefazolin
blaCFE-1,CFE-1,CFE-1,CMY beta-lactamase,CMY,chromosome,beta-lactam,cefovecin,blaCFE-1 cefovecin
blaCFE-1,CFE-1,CFE-1,CMY beta-lactamase,CMY,chromosome,beta-lactam,cefpodoxime,blaCFE-1 cefpodoxime
blaCFE-1,CFE-1,CFE-1,CMY beta-lactamase,CMY,chromosome,beta-lactam,ceftazidime,blaCFE-1 ceftazidime
blaCFE-1,CFE-1,CFE-1,CMY beta-lactamase,CMY,chromosome,beta-lactam,ceftiofur,blaCFE-1 ceftiofur
blaCFE-1,CFE-1,CFE-1,CMY beta-lactamase,CMY,chromosome,beta-lactam,cephalexin,blaCFE-1 cephalexin
blaCFE-1,CFE-1,CFE-1,CMY beta-lactamase,CMY,chromosome,beta-lactam,cephalothin,blaCFE-1 cephalothin
blaCFE-1,CFE-1,CFE-1,CMY beta-lactamase,CMY,chromosome,beta-lactam,imipenem,blaCFE-1 imipenem
blaCFE-1,CFE-1,CFE-1,CMY beta-lactamase,CMY,chromosome,beta-lactam,oxacillin,blaCFE-1 oxacillin
blaCFE-1,CFE-1,CFE-1,CMY beta-lactamase,CMY,chromosome,beta-lactam,penicillin,blaCFE-1 penicillin
blaCFE-1,CFE-1,CFE-1,CMY beta-lactamase,CMY,chromosome,beta-lactam,piperacillin_tazobactam,blaCFE-1 piperacillin_tazobactam
blaCFE-1,CFE-1,CFE-1,CMY beta-lactamase,CMY,chromosome,beta-lactam,ticarcillin,blaCFE-1 ticarcillin
blaCFE-1,CFE-1,CFE-1,CMY beta-lactamase,CMY,chromosome,beta-lactam,ticarcillin_clavulanic_acid,blaCFE-1 ticarcillin_clavulanic_acid
blaCMY,CMY-2,CMY beta-lactamase,CMY beta-lactamase,CMY,chromosome,beta-lactam,amoxicillin,blaCMY amoxicillin
blaCMY,CMY-2,CMY beta-lactamase,CMY beta-lactamase,CMY,chromosome,beta-lactam,amoxicillin_clavulanic_acid,blaCMY amoxicillin_clavulanic_acid
blaCMY,CMY-2,CMY beta-lactamase,CMY beta-lactamase,CMY,chromosome,beta-lactam,ampicillin,blaCMY ampicillin
blaCMY,CMY-2,CMY beta-lactamase,CMY beta-lactamase,CMY,chromosome,beta-lactam,cefazolin,blaCMY cefazolin
blaCMY,CMY-2,CMY beta-lactamase,CMY beta-lactamase,CMY,chromosome,beta-lactam,cefovecin,blaCMY cefovecin
blaCMY,CMY-2,CMY beta-lactamase,CMY beta-lactamase,CMY,chromosome,beta-lactam,cefpodoxime,blaCMY cefpodoxime
blaCMY,CMY-2,CMY beta-lactamase,CMY beta-lactamase,CMY,chromosome,beta-lactam,ceftazidime,blaCMY ceftazidime
blaCMY,CMY-2,CMY beta-lactamase,CMY beta-lactamase,CMY,chromosome,beta-lactam,ceftiofur,blaCMY ceftiofur
blaCMY,CMY-2,CMY beta-lactamase,CMY beta-lactamase,CMY,chromosome,beta-lactam,cephalexin,blaCMY cephalexin
blaCMY,CMY-2,CMY beta-lactamase,CMY beta-lactamase,CMY,chromosome,beta-lactam,cephalothin,blaCMY cephalothin
blaCMY,CMY-2,CMY beta-lactamase,CMY beta-lactamase,CMY,chromosome,beta-lactam,imipenem,blaCMY imipenem
blaCMY,CMY-2,CMY beta-lactamase,CMY beta-lactamase,CMY,chromosome,beta-lactam,oxacillin,blaCMY oxacillin
blaCMY,CMY-2,CMY beta-lactamase,CMY beta-lactamase,CMY,chromosome,beta-lactam,penicillin,blaCMY penicillin
blaCMY,CMY-2,CMY beta-lactamase,CMY beta-lactamase,CMY,chromosome,beta-lactam,piperacillin_tazobactam,blaCMY piperacillin_tazobactam
blaCMY,CMY-2,CMY beta-lactamase,CMY beta-lactamase,CMY,chromosome,beta-lactam,ticarcillin,blaCMY ticarcillin
blaCMY,CMY-2,CMY beta-lactamase,CMY beta-lactamase,CMY,chromosome,beta-lactam,ticarcillin_clavulanic_acid,blaCMY ticarcillin_clavulanic_acid
blaCMY-107,CMY-107,CMY-107,CMY beta-lactamase,CMY,chromosome,beta-lactam,amoxicillin,blaCMY-107 amoxicillin
blaCMY-107,CMY-107,CMY-107,CMY beta-lactamase,CMY,chromosome,beta-lactam,amoxicillin_clavulanic_acid,blaCMY-107 amoxicillin_clavulanic_acid
blaCMY-107,CMY-107,CMY-107,CMY beta-lactamase,CMY,chromosome,beta-lactam,ampicillin,blaCMY-107 ampicillin
blaCMY-107,CMY-107,CMY-107,CMY beta-lactamase,CMY,chromosome,beta-lactam,cefazolin,blaCMY-107 cefazolin
blaCMY-107,CMY-107,CMY-107,CMY beta-lactamase,CMY,chromosome,beta-lactam,cefovecin,blaCMY-107 cefovecin
blaCMY-107,CMY-107,CMY-107,CMY beta-lactamase,CMY,chromosome,beta-lactam,cefpodoxime,blaCMY-107 cefpodoxime
blaCMY-107,CMY-107,CMY-107,CMY beta-lactamase,CMY,chromosome,beta-lactam,ceftazidime,blaCMY-107 ceftazidime
blaCMY-107,CMY-107,CMY-107,CMY beta-lactamase,CMY,chromosome,beta-lactam,ceftiofur,blaCMY-107 ceftiofur
blaCMY-107,CMY-107,CMY-107,CMY beta-lactamase,CMY,chromosome,beta-lactam,cephalexin,blaCMY-107 cephalexin
blaCMY-107,CMY-107,CMY-107,CMY beta-lactamase,CMY,chromosome,beta-lactam,cephalothin,blaCMY-107 cephalothin
blaCMY-107,CMY-107,CMY-107,CMY beta-lactamase,CMY,chromosome,beta-lactam,imipenem,blaCMY-107 imipenem
blaCMY-107,CMY-107,CMY-107,CMY beta-lactamase,CMY,chromosome,beta-lactam,oxacillin,blaCMY-107 oxacillin
blaCMY-107,CMY-107,CMY-107,CMY beta-lactamase,CMY,chromosome,beta-lactam,penicillin,blaCMY-107 penicillin
blaCMY-107,CMY-107,CMY-107,CMY beta-lactamase,CMY,chromosome,beta-lactam,piperacillin_tazobactam,blaCMY-107 piperacillin_tazobactam
blaCMY-107,CMY-107,CMY-107,CMY beta-lactamase,CMY,chromosome,beta-lactam,ticarcillin,blaCMY-107 ticarcillin
blaCMY-107,CMY-107,CMY-107,CMY beta-lactamase,CMY,chromosome,beta-lactam,ticarcillin_clavulanic_acid,blaCMY-107 ticarcillin_clavulanic_acid
blaCMY-107,CMY-107,CMY-107,CMY beta-lactamase,CMY,chromosome,beta-lactam,amoxicillin,blaCMY-107 amoxicillin
blaCMY-107,CMY-107,CMY-107,CMY beta-lactamase,CMY,chromosome,beta-lactam,amoxicillin_clavulanic_acid,blaCMY-107 amoxicillin_clavulanic_acid
blaCMY-107,CMY-107,CMY-107,CMY beta-lactamase,CMY,chromosome,beta-lactam,ampicillin,blaCMY-107 ampicillin
blaCMY-107,CMY-107,CMY-107,CMY beta-lactamase,CMY,chromosome,beta-lactam,cefazolin,blaCMY-107 cefazolin
blaCMY-107,CMY-107,CMY-107,CMY beta-lactamase,CMY,chromosome,beta-lactam,cefovecin,blaCMY-107 cefovecin
blaCMY-107,CMY-107,CMY-107,CMY beta-lactamase,CMY,chromosome,beta-lactam,cefpodoxime,blaCMY-107 cefpodoxime
blaCMY-107,CMY-107,CMY-107,CMY beta-lactamase,CMY,chromosome,beta-lactam,ceftazidime,blaCMY-107 ceftazidime
blaCMY-107,CMY-107,CMY-107,CMY beta-lactamase,CMY,chromosome,beta-lactam,ceftiofur,blaCMY-107 ceftiofur
blaCMY-107,CMY-107,CMY-107,CMY beta-lactamase,CMY,chromosome,beta-lactam,cephalexin,blaCMY-107 cephalexin
blaCMY-107,CMY-107,CMY-107,CMY beta-lactamase,CMY,chromosome,beta-lactam,cephalothin,blaCMY-107 cephalothin
blaCMY-107,CMY-107,CMY-107,CMY beta-lactamase,CMY,chromosome,beta-lactam,imipenem,blaCMY-107 imipenem
blaCMY-107,CMY-107,CMY-107,CMY beta-lactamase,CMY,chromosome,beta-lactam,oxacillin,blaCMY-107 oxacillin
blaCMY-107,CMY-107,CMY-107,CMY beta-lactamase,CMY,chromosome,beta-lactam,penicillin,blaCMY-107 penicillin
blaCMY-107,CMY-107,CMY-107,CMY beta-lactamase,CMY,chromosome,beta-lactam,piperacillin_tazobactam,blaCMY-107 piperacillin_tazobactam
blaCMY-107,CMY-107,CMY-107,CMY beta-lactamase,CMY,chromosome,beta-lactam,ticarcillin,blaCMY-107 ticarcillin
blaCMY-107,CMY-107,CMY-107,CMY beta-lactamase,CMY,chromosome,beta-lactam,ticarcillin_clavulanic_acid,blaCMY-107 ticarcillin_clavulanic_acid
blaCMY-113,CMY-113,CMY-113,CMY beta-lactamase,CMY,chromosome,beta-lactam,amoxicillin,blaCMY-113 amoxicillin
blaCMY-113,CMY-113,CMY-113,CMY beta-lactamase,CMY,chromosome,beta-lactam,amoxicillin_clavulanic_acid,blaCMY-113 amoxicillin_clavulanic_acid
blaCMY-113,CMY-113,CMY-113,CMY beta-lactamase,CMY,chromosome,beta-lactam,ampicillin,blaCMY-113 ampicillin
blaCMY-113,CMY-113,CMY-113,CMY beta-lactamase,CMY,chromosome,beta-lactam,cefazolin,blaCMY-113 cefazolin
blaCMY-113,CMY-113,CMY-113,CMY beta-lactamase,CMY,chromosome,beta-lactam,cefovecin,blaCMY-113 cefovecin
blaCMY-113,CMY-113,CMY-113,CMY beta-lactamase,CMY,chromosome,beta-lactam,cefpodoxime,blaCMY-113 cefpodoxime
blaCMY-113,CMY-113,CMY-113,CMY beta-lactamase,CMY,chromosome,beta-lactam,ceftazidime,blaCMY-113 ceftazidime
blaCMY-113,CMY-113,CMY-113,CMY beta-lactamase,CMY,chromosome,beta-lactam,ceftiofur,blaCMY-113 ceftiofur
blaCMY-113,CMY-113,CMY-113,CMY beta-lactamase,CMY,chromosome,beta-lactam,cephalexin,blaCMY-113 cephalexin
blaCMY-113,CMY-113,CMY-113,CMY beta-lactamase,CMY,chromosome,beta-lactam,cephalothin,blaCMY-113 cephalothin
blaCMY-113,CMY-113,CMY-113,CMY beta-lactamase,CMY,chromosome,beta-lactam,imipenem,blaCMY-113 imipenem
blaCMY-113,CMY-113,CMY-113,CMY beta-lactamase,CMY,chromosome,beta-lactam,oxacillin,blaCMY-113 oxacillin
blaCMY-113,CMY-113,CMY-113,CMY beta-lactamase,CMY,chromosome,beta-lactam,penicillin,blaCMY-113 penicillin
blaCMY-113,CMY-113,CMY-113,CMY beta-lactamase,CMY,chromosome,beta-lactam,piperacillin_tazobactam,blaCMY-113 piperacillin_tazobactam
blaCMY-113,CMY-113,CMY-113,CMY beta-lactamase,CMY,chromosome,beta-lactam,ticarcillin,blaCMY-113 ticarcillin
blaCMY-113,CMY-113,CMY-113,CMY beta-lactamase,CMY,chromosome,beta-lactam,ticarcillin_clavulanic_acid,blaCMY-113 ticarcillin_clavulanic_acid
blaCMY-130,CMY-130,CMY-130,CMY beta-lactamase,CMY,chromosome,beta-lactam,amoxicillin,blaCMY-130 amoxicillin
blaCMY-130,CMY-130,CMY-130,CMY beta-lactamase,CMY,chromosome,beta-lactam,amoxicillin_clavulanic_acid,blaCMY-130 amoxicillin_clavulanic_acid
blaCMY-130,CMY-130,CMY-130,CMY beta-lactamase,CMY,chromosome,beta-lactam,ampicillin,blaCMY-130 ampicillin
blaCMY-130,CMY-130,CMY-130,CMY beta-lactamase,CMY,chromosome,beta-lactam,cefazolin,blaCMY-130 cefazolin
blaCMY-130,CMY-130,CMY-130,CMY beta-lactamase,CMY,chromosome,beta-lactam,cefovecin,blaCMY-130 cefovecin
blaCMY-130,CMY-130,CMY-130,CMY beta-lactamase,CMY,chromosome,beta-lactam,cefpodoxime,blaCMY-130 cefpodoxime
blaCMY-130,CMY-130,CMY-130,CMY beta-lactamase,CMY,chromosome,beta-lactam,ceftazidime,blaCMY-130 ceftazidime
blaCMY-130,CMY-130,CMY-130,CMY beta-lactamase,CMY,chromosome,beta-lactam,ceftiofur,blaCMY-130 ceftiofur
blaCMY-130,CMY-130,CMY-130,CMY beta-lactamase,CMY,chromosome,beta-lactam,cephalexin,blaCMY-130 cephalexin
blaCMY-130,CMY-130,CMY-130,CMY beta-lactamase,CMY,chromosome,beta-lactam,cephalothin,blaCMY-130 cephalothin
blaCMY-130,CMY-130,CMY-130,CMY beta-lactamase,CMY,chromosome,beta-lactam,imipenem,blaCMY-130 imipenem
blaCMY-130,CMY-130,CMY-130,CMY beta-lactamase,CMY,chromosome,beta-lactam,oxacillin,blaCMY-130 oxacillin
blaCMY-130,CMY-130,CMY-130,CMY beta-lactamase,CMY,chromosome,beta-lactam,penicillin,blaCMY-130 penicillin
blaCMY-130,CMY-130,CMY-130,CMY beta-lactamase,CMY,chromosome,beta-lactam,piperacillin_tazobactam,blaCMY-130 piperacillin_tazobactam
blaCMY-130,CMY-130,CMY-130,CMY beta-lactamase,CMY,chromosome,beta-lactam,ticarcillin,blaCMY-130 ticarcillin
blaCMY-130,CMY-130,CMY-130,CMY beta-lactamase,CMY,chromosome,beta-lactam,ticarcillin_clavulanic_acid,blaCMY-130 ticarcillin_clavulanic_acid
blaCMY-130,CMY-130,CMY-130,CMY beta-lactamase,CMY,chromosome,beta-lactam,amoxicillin,blaCMY-130 amoxicillin
blaCMY-130,CMY-130,CMY-130,CMY beta-lactamase,CMY,chromosome,beta-lactam,amoxicillin_clavulanic_acid,blaCMY-130 amoxicillin_clavulanic_acid
blaCMY-130,CMY-130,CMY-130,CMY beta-lactamase,CMY,chromosome,beta-lactam,ampicillin,blaCMY-130 ampicillin
blaCMY-130,CMY-130,CMY-130,CMY beta-lactamase,CMY,chromosome,beta-lactam,cefazolin,blaCMY-130 cefazolin
blaCMY-130,CMY-130,CMY-130,CMY beta-lactamase,CMY,chromosome,beta-lactam,cefovecin,blaCMY-130 cefovecin
blaCMY-130,CMY-130,CMY-130,CMY beta-lactamase,CMY,chromosome,beta-lactam,cefpodoxime,blaCMY-130 cefpodoxime
blaCMY-130,CMY-130,CMY-130,CMY beta-lactamase,CMY,chromosome,beta-lactam,ceftazidime,blaCMY-130 ceftazidime
blaCMY-130,CMY-130,CMY-130,CMY beta-lactamase,CMY,chromosome,beta-lactam,ceftiofur,blaCMY-130 ceftiofur
blaCMY-130,CMY-130,CMY-130,CMY beta-lactamase,CMY,chromosome,beta-lactam,cephalexin,blaCMY-130 cephalexin
blaCMY-130,CMY-130,CMY-130,CMY beta-lactamase,CMY,chromosome,beta-lactam,cephalothin,blaCMY-130 cephalothin
blaCMY-130,CMY-130,CMY-130,CMY beta-lactamase,CMY,chromosome,beta-lactam,imipenem,blaCMY-130 imipenem
blaCMY-130,CMY-130,CMY-130,CMY beta-lactamase,CMY,chromosome,beta-lactam,oxacillin,blaCMY-130 oxacillin
blaCMY-130,CMY-130,CMY-130,CMY beta-lactamase,CMY,chromosome,beta-lactam,penicillin,blaCMY-130 penicillin
blaCMY-130,CMY-130,CMY-130,CMY beta-lactamase,CMY,chromosome,beta-lactam,piperacillin_tazobactam,blaCMY-130 piperacillin_tazobactam
blaCMY-130,CMY-130,CMY-130,CMY beta-lactamase,CMY,chromosome,beta-lactam,ticarcillin,blaCMY-130 ticarcillin
blaCMY-130,CMY-130,CMY-130,CMY beta-lactamase,CMY,chromosome,beta-lactam,ticarcillin_clavulanic_acid,blaCMY-130 ticarcillin_clavulanic_acid
blaCMY-14,CMY-14,CMY-14,CMY beta-lactamase,CMY,chromosome,beta-lactam,amoxicillin,blaCMY-14 amoxicillin
blaCMY-14,CMY-14,CMY-14,CMY beta-lactamase,CMY,chromosome,beta-lactam,amoxicillin_clavulanic_acid,blaCMY-14 amoxicillin_clavulanic_acid
blaCMY-14,CMY-14,CMY-14,CMY beta-lactamase,CMY,chromosome,beta-lactam,ampicillin,blaCMY-14 ampicillin
blaCMY-14,CMY-14,CMY-14,CMY beta-lactamase,CMY,chromosome,beta-lactam,cefazolin,blaCMY-14 cefazolin
blaCMY-14,CMY-14,CMY-14,CMY beta-lactamase,CMY,chromosome,beta-lactam,cefovecin,blaCMY-14 cefovecin
blaCMY-14,CMY-14,CMY-14,CMY beta-lactamase,CMY,chromosome,beta-lactam,cefpodoxime,blaCMY-14 cefpodoxime
blaCMY-14,CMY-14,CMY-14,CMY beta-lactamase,CMY,chromosome,beta-lactam,ceftazidime,blaCMY-14 ceftazidime
blaCMY-14,CMY-14,CMY-14,CMY beta-lactamase,CMY,chromosome,beta-lactam,ceftiofur,blaCMY-14 ceftiofur
blaCMY-14,CMY-14,CMY-14,CMY beta-lactamase,CMY,chromosome,beta-lactam,cephalexin,blaCMY-14 cephalexin
blaCMY-14,CMY-14,CMY-14,CMY beta-lactamase,CMY,chromosome,beta-lactam,cephalothin,blaCMY-14 cephalothin
blaCMY-14,CMY-14,CMY-14,CMY beta-lactamase,CMY,chromosome,beta-lactam,imipenem,blaCMY-14 imipenem
blaCMY-14,CMY-14,CMY-14,CMY beta-lactamase,CMY,chromosome,beta-lactam,oxacillin,blaCMY-14 oxacillin
blaCMY-14,CMY-14,CMY-14,CMY beta-lactamase,CMY,chromosome,beta-lactam,penicillin,blaCMY-14 penicillin
blaCMY-14,CMY-14,CMY-14,CMY beta-lactamase,CMY,chromosome,beta-lactam,piperacillin_tazobactam,blaCMY-14 piperacillin_tazobactam
blaCMY-14,CMY-14,CMY-14,CMY beta-lactamase,CMY,chromosome,beta-lactam,ticarcillin,blaCMY-14 ticarcillin
blaCMY-14,CMY-14,CMY-14,CMY beta-lactamase,CMY,chromosome,beta-lactam,ticarcillin_clavulanic_acid,blaCMY-14 ticarcillin_clavulanic_acid
blaCMY-14,CMY-14,CMY-14,CMY beta-lactamase,CMY,chromosome,beta-lactam,amoxicillin,blaCMY-14 amoxicillin
blaCMY-14,CMY-14,CMY-14,CMY beta-lactamase,CMY,chromosome,beta-lactam,amoxicillin_clavulanic_acid,blaCMY-14 amoxicillin_clavulanic_acid
blaCMY-14,CMY-14,CMY-14,CMY beta-lactamase,CMY,chromosome,beta-lactam,ampicillin,blaCMY-14 ampicillin
blaCMY-14,CMY-14,CMY-14,CMY beta-lactamase,CMY,chromosome,beta-lactam,cefazolin,blaCMY-14 cefazolin
blaCMY-14,CMY-14,CMY-14,CMY beta-lactamase,CMY,chromosome,beta-lactam,cefovecin,blaCMY-14 cefovecin
blaCMY-14,CMY-14,CMY-14,CMY beta-lactamase,CMY,chromosome,beta-lactam,cefpodoxime,blaCMY-14 cefpodoxime
blaCMY-14,CMY-14,CMY-14,CMY beta-lactamase,CMY,chromosome,beta-lactam,ceftazidime,blaCMY-14 ceftazidime
blaCMY-14,CMY-14,CMY-14,CMY beta-lactamase,CMY,chromosome,beta-lactam,ceftiofur,blaCMY-14 ceftiofur
